id,x_e_out [-]
2201,-0.05658103
2206,0.1051949
2208,-0.040967368
2210,-0.01481894
2221,0.123576134
2222,-0.0034195434
2226,-0.017046805
2230,0.060233217
2233,0.036706533
2234,0.06981417
2235,-0.045128997
2245,-0.061191995
2248,-0.077339746
2249,-0.080709025
2252,-0.03335297
2254,-0.029329935
2255,-0.13354081
2256,-0.06954921
2257,0.1522014
2260,0.07327957
2262,0.099147886
2268,-0.02519229
2270,0.037165593
2275,-0.03838782
2277,0.0114722615
2281,0.022890488
2282,-0.058242
2287,-0.03955955
2288,0.05249276
2290,-0.014793308
2291,0.044017732
2295,0.09264215
2298,-0.01104803
2300,0.024924058
2302,-0.05083487
2306,0.015493718
2307,0.013165787
2308,-0.04339072
2309,0.07733724
2311,-0.04050724
2312,0.03756779
2313,0.008125088
2320,-0.0069653355
2321,0.02430594
2324,0.12156651
2329,-0.04492353
2332,0.08178383
2333,0.077979036
2335,0.030827062
2337,0.004811849
2340,-0.027863055
2344,-0.04299761
2345,0.032706484
2349,0.027092759
2350,0.08413064
2354,0.08308807
2357,0.022538386
2360,0.038374983
2365,-0.024452606
2377,0.10237302
2382,0.04854649
2384,0.075039834
2388,0.04207671
2391,-0.0471664
2393,0.0843259
2395,-0.007897108
2396,0.042566985
2400,-0.0017063324
2401,0.015834618
2402,0.049349513
2407,-0.014081359
2422,0.08702309
2423,0.06924849
2426,-0.011302782
2430,0.022981653
2432,0.07836623
2433,0.004909835
2436,0.06497493
2438,0.028761778
2439,0.097282715
2449,-0.07322619
2453,0.060528565
2462,0.06302031
2474,0.01765655
2476,-0.12818214
2480,0.056182377
2482,-0.013511957
2492,-0.016829547
2495,0.019331485
2496,-0.042496666
2498,0.070312425
2500,-0.002017206
2501,-0.21868245
2502,0.09845819
2512,0.090443365
2514,-0.0021100065
2517,-0.05287703
2518,0.09763351
2520,0.09867933
2524,-0.047229
2527,0.04416126
2530,-0.10006705
2531,-0.052410547
2534,0.08737119
2536,-0.03610056
2537,-0.01607398
2542,0.016669098
2543,-0.034279924
2544,-0.04723884
2545,0.04286928
2546,0.0597625
2550,-0.066016234
2551,-0.042224433
2552,0.021686375
2554,0.015700731
2555,0.039346576
2559,0.06870245
2562,0.06998516
2565,-0.024644136
2566,-0.05194039
2567,0.096432745
2568,-0.013013888
2571,0.004306701
2572,-0.045365963
2573,0.016468145
2576,0.018463017
2581,-0.13291025
2582,-0.031035414
2584,0.13866565
2588,-0.020725613
2590,0.05353936
2591,0.063540764
2594,-0.016076583
2597,0.09098836
2598,-0.0177537
2600,-0.01510954
2603,-0.02906305
2604,0.039931428
2606,-0.07024163
2608,0.081446506
2613,0.04051603
2615,-0.10111625
2616,-0.017420143
2617,-0.07258285
2625,0.05738189
2626,0.049227163
2631,0.015097892
2643,-0.0020179495
2644,-0.08901446
2649,-0.0985348
2650,-0.0053660143
2652,0.0202207
2655,0.010963565
2658,-0.06958144
2660,-0.0011989782
2667,0.033833925
2673,0.016950773
2674,-0.014453125
2676,0.027823338
2677,-0.009368287
2681,0.050451208
2689,0.06314883
2691,-0.015875112
2693,0.09268643
2696,-0.05686216
2700,0.062441282
2701,0.032528162
2702,0.108354144
2704,-0.043778706
2706,0.022040991
2707,-0.01387479
2708,-0.07310131
2712,0.062947646
2713,0.022080429
2716,-0.23829243
2717,0.06418492
2721,-0.055011075
2731,-0.066601366
2736,-0.04778491
2740,-0.0014536615
2743,-0.020400563
2747,-0.03539942
2748,0.087233
2749,0.0760866
2758,0.020180693
2759,-0.06961756
2761,-0.0044493615
2762,-0.07640904
2763,-0.056146115
2766,0.029518502
2768,-0.03361915
2772,0.09042091
2775,-0.14483675
2776,0.10131753
2777,0.072783455
2781,-0.02663253
2785,0.010360012
2788,0.021042122
2790,0.11052728
2791,0.03772925
2793,0.115349606
2795,-0.01011947
2798,0.050997715
2800,0.012154534
2801,0.010825629
2805,0.0844114
2812,-0.047427207
2815,-0.026264518
2816,0.049355786
2819,0.0036973339
2821,0.071989
2828,-0.014065396
2830,0.063054696
2831,0.019970512
2834,0.07238165
2836,-0.109882176
2838,0.03747396
2842,-0.03525227
2843,-0.019868262
2846,0.080781505
2849,0.11171843
2850,0.13999201
2853,-0.06768173
2856,0.057722833
2862,0.04292472
2868,0.043588966
2872,-0.0236894
2878,-0.040012356
2883,0.06737899
2884,0.10442307
2885,0.07469532
2887,0.053594865
2889,0.057268456
2893,-0.05648833
2897,-0.09158277
2898,0.062298182
2901,0.06374678
2905,0.0912038
2907,-0.002157745
2910,0.00032291346
2912,-0.17508511
2914,0.045748618
2921,0.036329318
2922,-0.026059076
2924,0.06843102
2936,-0.08616124
2938,-0.023606712
2939,-0.034452982
2941,0.01570562
2950,-0.013492522
2956,0.07168884
2959,0.03485256
2960,-0.078545645
2961,-0.07751124
2962,0.06077672
2966,0.105637014
2970,0.03293648
2973,0.034973618
2974,0.094879575
2976,-0.15599973
2981,-0.043979432
2983,-0.053442787
2988,-0.032531388
2989,-0.056210425
2994,0.057331447
2995,-0.13045849
3010,-0.014970385
3013,-0.20009455
3015,-0.14471085
3026,-0.04095482
3027,0.005712474
3036,-0.18735482
3050,0.08769968
3051,-0.00048197433
3053,-0.15607597
3055,0.05889991
3060,-0.06232161
3062,0.02907608
3063,0.092659146
3064,-0.11123221
3065,0.040390477
3072,-0.024994206
3077,-0.12866929
3078,-0.08257098
3079,-0.027967783
3086,0.091340475
3090,0.095718965
3093,0.04689318
3094,-0.043164294
3098,-0.08105686
3101,0.111801274
3107,0.02441519
3109,0.10981367
3110,0.02642248
3115,0.0545421
3116,0.015115805
3121,0.024986964
3124,-0.06934872
3125,-0.052494667
3126,0.074472934
3129,0.023446543
3130,0.027071359
3131,-0.08150354
3133,-0.0637644
3134,-0.012740994
3135,0.08756788
3140,-0.031610303
3141,-0.07313581
3142,0.07395314
3146,-0.03563858
3150,0.030248638
3154,-0.048906833
3155,-0.066838674
3156,0.113852575
3158,-0.0017180454
3164,0.04036062
3173,-0.031579517
3174,0.018507894
3176,0.044379454
3178,-0.0713917
3181,-0.049685087
3183,0.13949914
3186,-0.040260985
3189,-0.07334516
3190,-0.06314562
3192,0.006977838
3194,-0.030746978
3195,-0.12343513
3196,0.074348554
3198,0.033518553
3210,0.07419573
3211,-0.044073217
3212,0.05393799
3213,-0.03820853
3214,0.07007764
3216,-0.08384282
3218,-0.04222878
3219,-0.12764636
3221,-0.008147592
3222,-0.036643032
3223,0.095647916
3226,-0.03471588
3228,0.007862508
3229,-0.052668054
3230,-0.004037285
3231,-0.07328422
3233,0.0019314447
3235,0.029373815
3236,0.038314003
3237,-0.04035527
3239,-0.009674282
3244,0.093380846
3253,-0.11958952
3254,0.059734512
3257,-0.061336312
3258,-0.042891953
3259,0.11008669
3260,0.032667834
3265,-0.008404341
3268,0.042338673
3269,0.056986626
3271,-0.0527918
3273,0.039215684
3274,0.0018386511
3277,0.07307458
3283,0.052562036
3284,0.019528454
3286,-0.07269112
3287,-0.060427327
3289,0.054161787
3294,0.054175563
3296,-0.058652773
3299,-0.089381196
3303,0.047858357
3310,-0.06152601
3311,0.08783004
3312,0.073782675
3315,-0.09977847
3325,-0.010421606
3327,-0.02147042
3332,0.025333846
3333,0.07374581
3335,0.055180684
3342,-0.050340068
3346,-0.16356422
3348,0.09721159
3353,-0.030741215
3360,0.048574183
3366,-0.09539635
3367,-0.16226721
3377,0.019018922
3382,0.0504594
3384,-0.06675773
3385,0.01883564
3391,0.025715463
3392,0.09164292
3395,-0.0025757067
3396,0.04434938
3399,0.0028465926
3409,0.07427316
3413,-0.03265746
3415,0.014031782
3416,0.0002371541
3417,-0.12980781
3424,-0.08952631
3425,0.1475158
3430,-0.079964705
3432,0.11343743
3434,-0.05730417
3435,-0.024976127
3437,-0.028961057
3442,-0.026830291
3443,-0.066472664
3448,0.031432044
3450,0.06320678
3452,0.07364087
3457,-0.14079429
3464,0.023459854
3465,0.12048149
3466,0.024530133
3468,0.025517493
3470,0.092679426
3476,0.017520692
3489,0.091457196
3493,0.04393813
3494,0.049164243
3495,0.005215798
3497,-0.023986032
3498,0.049090147
3499,0.07188124
3519,0.0031786705
3522,0.026152248
3523,-0.009966367
3525,-0.045006137
3526,0.0063111885
3528,0.007319995
3530,0.00842337
3531,0.038125236
3533,0.058582347
3535,-0.022931969
3537,0.0026255962
3538,0.03903199
3542,-0.025361037
3543,-0.05809857
3546,-0.119733
3547,-0.04830729
3548,-0.057229344
3549,0.035324145
3550,0.06196298
3551,0.08845652
3552,-0.06663784
3559,-0.086796366
3561,-0.00073510595
3564,0.025540717
3569,0.04625196
3573,0.06143235
3576,0.068776436
3580,-0.10298815
3582,0.0784353
3585,0.04464423
3587,-0.052074797
3590,-0.0041162865
3595,0.08564217
3597,0.1156159
3599,0.053732015
3600,0.043322384
3602,0.06325323
3604,-0.0037565944
3608,-0.06981179
3609,0.022682842
3610,-0.012245855
3613,0.06774894
3616,0.0037118231
3617,0.08718073
3621,-0.0441501
3630,0.05762617
3631,-0.012526706
3632,-0.13123262
3635,0.028778663
3636,-0.010833994
3637,-0.08418656
3639,0.04163172
3641,-0.0949176
3643,-0.10723281
3660,-0.07638454
3662,-0.017212829
3673,-0.039301902
3674,-0.04652319
3684,0.10139731
3687,0.10246662
3688,-0.17798941
3693,0.05567579
3694,-0.057006296
3698,-0.06475673
3701,-0.079504825
3702,0.12864889
3707,0.054290485
3712,0.08756475
3716,0.065047555
3717,0.018146288
3719,-0.098782375
3723,0.1300591
3724,-0.03008425
3726,0.097762845
3733,0.03372072
3734,-0.03647924
3741,0.10902029
3749,-0.05365315
3750,-0.069177255
3755,0.093970805
3759,0.020516876
3761,0.021248946
3767,-0.12721866
3769,0.030408261
3771,-0.020945843
3775,-0.06838847
3777,-0.1222226
3778,-0.08702178
3781,-0.099618725
3783,0.05105687
3784,-0.03834523
3789,0.042531177
3791,-0.005725547
3795,-0.10224689
3796,0.074862294
3798,0.084391855
3802,0.021450905
3806,-0.025511725
3812,-0.04822659
3813,0.08777448
3814,-0.05659817
3816,0.044126432
3818,0.04707958
3819,0.09420654
3822,0.10668501
3824,-0.07236684
3828,0.00074077846
3833,0.0040880055
3838,-0.12302558
3839,0.021936897
3841,-0.08361165
3842,0.02575236
3844,0.081885085
3845,-0.029731225
3847,-0.08481185
3851,0.11239299
3853,0.14775105
3856,-0.13493966
3861,0.005521453
3862,0.07197368
3865,-0.040480953
3868,0.053616717
3869,0.080252
3870,0.08927501
3873,-0.041907996
3878,0.024896782
3882,-0.006324302
3883,-0.086589865
3884,-0.046833277
3894,0.058404412
3901,0.009977037
3902,-0.008678311
3907,0.013525362
3914,0.025647145
3918,0.017183246
3920,-0.03964429
3932,0.05520859
3936,0.06643764
3938,0.053594865
3949,0.05417632
3951,-0.0447652
3955,0.05388729
3964,-0.0042941896
3965,0.07811733
3969,0.0861683
3972,-0.06007308
3976,-0.0042886487
3983,-0.12944755
3984,0.048031
3985,0.011591641
3986,-0.10626695
3990,0.072246246
3991,-0.027589414
3997,0.05713871
4002,-0.073350936
4003,-0.041920453
4009,0.008727636
4010,0.07704107
4011,-0.010761161
4016,0.03423125
4018,-0.061326593
4020,0.052677076
4022,-0.1267172
4024,0.025928147
4027,-0.012675848
4030,0.106185995
4031,-0.013006933
4032,-0.022939457
4033,0.090631194
4034,-0.023193715
4036,-0.09062005
4038,-0.055130113
4040,-0.069421254
4047,-0.030281072
4048,-0.035392076
4051,0.048167218
4052,0.06926342
4054,0.03603444
4057,-0.005701509
4059,-0.012693681
4062,0.06595583
4064,-0.03897092
4065,0.09486728
4066,0.020212019
4072,0.034830175
4074,0.011096384
4078,-0.08435877
4080,-0.08074041
4081,0.08945229
4082,0.02768703
4084,0.04684121
4085,0.06362408
4089,0.035803806
4090,0.060176503
4100,-0.019005576
4101,0.08983499
4111,0.010761771
4118,-0.0056613786
4119,-0.1037056
4120,-0.10001384
4128,-0.055291463
4131,0.028501637
4134,-0.06310799
4138,0.040324766
4139,-0.004348219
4141,-0.062461346
4142,0.08791951
4151,0.025260055
4154,0.06563496
4156,-0.0012128665
4157,-0.067720264
4158,-0.106395714
4168,0.051022876
4171,0.008096489
4174,0.009380637
4176,-0.01527762
4178,0.044408903
4182,0.031048108
4191,0.08831703
4197,0.11073672
4198,-0.019304285
4201,0.0757298
4205,0.0679166
4207,-0.06120702
4209,0.08984331
4210,0.020791296
4211,0.046938222
4214,-0.09130482
4215,0.096868694
4216,-0.0024072402
4217,-0.050571743
4218,0.10494359
4220,0.069368936
4222,-0.18492383
4225,0.039597332
4226,0.04817351
4232,-0.015125057
4235,0.003730658
4242,-0.0060145007
4254,0.054032538
4257,0.027484078
4258,-0.04090753
4259,0.055327777
4264,0.025408586
4265,-0.073167644
4266,-0.045025107
4267,0.04165488
4270,0.037314385
4271,0.034864876
4277,-0.09571782
4278,-0.060143206
4282,0.06703853
4287,-0.053641707
4288,-0.018817326
4289,0.067247674
4292,0.009083678
4293,-0.052181713
4294,0.049077798
4295,-0.07002885
4299,0.06830459
4301,0.088476345
4303,-0.0004889005
4308,0.03537456
4309,0.11923737
4310,0.03247926
4326,0.069213144
4333,-0.013600592
4334,-0.08418822
4337,-0.018568415
4338,0.020702964
4339,0.03344427
4340,-0.024746362
4341,0.003028653
4342,0.03791343
4346,-0.07068949
4350,-0.053237088
4353,0.067817025
4357,-0.09385228
4362,0.03256349
4366,-0.14973156
4373,0.06632831
4375,-0.058980867
4377,0.050570637
4380,0.13244347
4381,0.08507962
4383,-0.16949807
4388,-0.0032074796
4390,0.060725827
4392,-0.028628694
4396,0.13245508
4401,-0.04627346
4402,-0.081788264
4404,0.029475396
4407,-0.15013169
4416,-0.006286317
4421,-0.043936484
4422,0.07285293
4427,0.084444985
4430,-0.05420142
4433,0.035933923
4436,0.007088222
4439,-0.014296538
4442,0.073640905
4446,0.05831553
4448,-0.04129655
4450,-0.049776983
4451,0.09017456
4452,0.07831899
4459,-0.05789804
4466,0.07742932
4470,0.0037624196
4479,-0.10747116
4481,0.06095497
4497,0.014812968
4498,0.10216268
4499,0.08777435
4504,0.0031338944
4505,0.07086677
4506,0.028696699
4507,0.01882561
4508,0.106035486
4509,-0.015378163
4510,0.023673208
4515,-0.036666304
4520,-0.0075671487
4521,0.10349579
4523,0.06824258
4525,0.032714065
4526,-0.004623698
4529,0.07192888
4532,0.083835915
4536,0.082771674
4537,-0.10867426
4541,0.06747489
4551,0.07674746
4553,0.017469745
4555,0.019558176
4561,-0.03819376
4568,0.09203859
4575,-0.11399422
4577,-0.09849111
4579,0.03920267
4581,-0.016323738
4582,0.054084558
4583,-0.046060096
4584,-0.013536875
4586,-0.027285462
4587,0.03437031
4594,0.01169992
4601,0.021711787
4602,-0.016952658
